benchmark,qubits,gates,mid_meas,run_id,rng_seed,status,time_seconds,note
rqc_q100_g100_m10.py,100,100,10,27,20340328,SUCCESS,0.943496,
rqc_q100_g100_m10.py,100,100,10,28,20340329,SUCCESS,2.793512,
rqc_q100_g100_m10.py,100,100,10,29,20340330,SUCCESS,5.915542,
rqc_q100_g100_m10.py,100,100,10,30,20340331,SUCCESS,0.941760,
rqc_q100_g100_m10.py,100,100,10,31,20340332,SUCCESS,3.689807,
rqc_q100_g100_m10.py,100,100,10,32,20340333,SUCCESS,2.785401,
rqc_q100_g100_m10.py,100,100,10,33,20340334,SUCCESS,0.941362,
rqc_q100_g100_m10.py,100,100,10,34,20340335,SUCCESS,0.939912,
rqc_q100_g100_m10.py,100,100,10,35,20340336,SUCCESS,4.733429,
rqc_q100_g100_m10.py,100,100,10,36,20340337,SUCCESS,3.676246,
rqc_q100_g100_m10.py,100,100,10,37,20340338,SUCCESS,3.675180,
rqc_q100_g100_m10.py,100,100,10,38,20340339,SUCCESS,4.825138,
rqc_q100_g100_m10.py,100,100,10,39,20340340,SUCCESS,0.967582,
rqc_q100_g100_m10.py,100,100,10,40,20340341,SUCCESS,3.725046,
rqc_q100_g100_m10.py,100,100,10,41,20340342,SUCCESS,0.951887,
rqc_q100_g100_m10.py,100,100,10,42,20340343,SUCCESS,0.943250,
rqc_q100_g100_m10.py,100,100,10,43,20340344,SUCCESS,0.933281,
rqc_q100_g100_m10.py,100,100,10,44,20340345,SUCCESS,2.736077,
rqc_q100_g100_m10.py,100,100,10,45,20340346,SUCCESS,7.411021,
rqc_q100_g100_m10.py,100,100,10,46,20340347,SUCCESS,0.933301,
rqc_q100_g100_m10.py,100,100,10,47,20340348,SUCCESS,0.956628,
rqc_q100_g100_m10.py,100,100,10,48,20340349,SUCCESS,0.938520,
rqc_q100_g100_m10.py,100,100,10,49,20340350,SUCCESS,0.950264,
rqc_q100_g100_m10.py,100,100,10,50,20340351,SUCCESS,0.941955,
rqc_q100_g100_m20.py,100,100,20,1,20340402,SUCCESS,1.009770,
rqc_q100_g100_m20.py,100,100,20,2,20340403,SUCCESS,1.190358,
rqc_q100_g100_m20.py,100,100,20,3,20340404,SUCCESS,1.073506,
rqc_q100_g100_m20.py,100,100,20,4,20340405,SUCCESS,1.152952,
rqc_q100_g100_m20.py,100,100,20,5,20340406,SUCCESS,1.104873,
rqc_q100_g100_m20.py,100,100,20,6,20340407,SUCCESS,0.996576,
rqc_q100_g100_m20.py,100,100,20,7,20340408,SUCCESS,1.134507,
rqc_q100_g100_m20.py,100,100,20,8,20340409,SUCCESS,5.217037,
